Date,Date,Date,Joe Biden,Donald Trump
1647,2022-10-22 00:00:00,,36.898361126778696,48.89180379076523
1648,2022-10-23 00:00:00,,36.87903249665838,48.893406852291214
1649,2022-10-24 00:00:00,,36.860864031227486,48.894913693062534
1650,2022-10-25 00:00:00,,36.84378609378135,48.89633008854906
1651,2022-10-26 00:00:00,,36.845692261251635,48.89281892228099
1652,2022-10-27 00:00:00,,36.84748401460269,48.88951850716795
1653,2022-10-28 00:00:00,,36.87981430996974,48.95062492463505
1654,2022-10-29 00:00:00,,36.910204040131184,49.00806354426025
1655,2022-10-30 00:00:00,,36.93876968386569,49.06205451871441
1656,2022-10-31 00:00:00,,36.96562072853214,49.11280478641807
1657,2022-11-01 00:00:00,,36.999129506283396,49.15961372815163
1658,2022-11-02 00:00:00,,37.01714798814616,49.13336845854057
1659,2022-11-03 00:00:00,,37.0340849445059,49.108698511902595
1660,2022-11-04 00:00:00,,37.043282563040314,49.126240309148166
1661,2022-11-05 00:00:00,,37.051928111811705,49.14272919298879
1662,2022-11-06 00:00:00,,37.06005472776981,49.158228362572345
1663,2022-11-07 00:00:00,,37.06769355888128,49.17279722363666
1664,2022-11-08 00:00:00,,37.0748738835146,49.186491616201835
1665,2022-11-09 00:00:00,,37.08749854710823,49.204141791857005
1666,2022-11-10 00:00:00,,37.11182191849133,49.25711141202666
1667,2022-11-11 00:00:00,,37.135922873862164,49.33894853010739
1668,2022-11-12 00:00:00,,37.158577214691334,49.41587352901103
1669,2022-11-13 00:00:00,,37.17987177129739,49.48818124945751
1670,2022-11-14 00:00:00,,37.19988816217225,49.55614883490674
1671,2022-11-15 00:00:00,,37.159434666074844,49.54065813938234
1672,2022-11-16 00:00:00,,37.12140931503706,49.52609724373769
1673,2022-11-17 00:00:00,,37.08566636421605,49.51241033848286
1674,2022-11-18 00:00:00,,37.0520688168292,49.49954496398756
1675,2022-11-19 00:00:00,,36.998640876508084,49.46331965798084
1676,2022-11-20 00:00:00,,36.948419847872,49.42926870787159
1677,2022-11-21 00:00:00,,36.92026800647558,49.40511486939997
1678,2022-11-22 00:00:00,,36.9538277795196,49.41882515851801
1679,2022-11-23 00:00:00,,36.98537319027162,49.43171251330408
1680,2022-11-24 00:00:00,,36.99335620244217,49.38954311698922
1681,2022-11-25 00:00:00,,37.000860049313495,49.34990485941903
1682,2022-11-26 00:00:00,,37.00791349188193,49.3126458137483
1683,2022-11-27 00:00:00,,37.01454356481913,49.27762317225517
1684,2022-11-28 00:00:00,,37.02077568009132,49.24470269898283
1685,2022-11-29 00:00:00,,37.026633724359336,49.21375821523545
1686,2022-11-30 00:00:00,,37.032140150531966,49.1846711159562
1687,2022-12-01 00:00:00,,37.03731606382445,49.157329915133836
1688,2022-12-02 00:00:00,,37.04218130265114,49.13162981849543
1689,2022-12-03 00:00:00,,37.04675451466283,49.10747232184723
1690,2022-12-04 00:00:00,,37.04600800208482,49.04596747356527
1691,2022-12-05 00:00:00,,37.05362286450981,48.96461314781692
1692,2022-12-06 00:00:00,,37.06635533651725,48.872362069019154
1693,2022-12-07 00:00:00,,37.02832145767774,48.72558123351423
1694,2022-12-08 00:00:00,,37.00222995709167,48.595817851550656
1695,2022-12-09 00:00:00,,36.992298263185184,48.48426084173495
1696,2022-12-10 00:00:00,,36.9939260499519,48.37662246104425
1697,2022-12-11 00:00:00,,37.00477262165694,48.273084703895584
1698,2022-12-12 00:00:00,,37.017863055349046,48.1806412432623
1699,2022-12-13 00:00:00,,37.03538070301941,48.096044390349334
1700,2022-12-14 00:00:00,,37.05368714395935,48.0201952893318
1701,2022-12-15 00:00:00,,37.072528964033864,47.946237197212426
1702,2022-12-16 00:00:00,,37.09818359889755,47.906834364960716
1703,2022-12-17 00:00:00,,37.11060432376505,47.883346297514805
1704,2022-12-18 00:00:00,,37.120121639298034,47.861070675618215
1705,2022-12-19 00:00:00,,37.13073101218214,47.83502284899375
1706,2022-12-20 00:00:00,,37.13827932194912,47.810747917057576
1707,2022-12-21 00:00:00,,37.14928109602255,47.7835330442671
1708,2022-12-22 00:00:00,,37.157568785628186,47.753803095435295
1709,2022-12-23 00:00:00,,37.16682855549716,47.72200674902121
1710,2022-12-24 00:00:00,,37.17689772749618,47.688541433497925
1711,2022-12-25 00:00:00,,37.19097079734159,47.65375876103932
1712,2022-12-26 00:00:00,,37.20516410145817,47.622463764961466
1713,2022-12-27 00:00:00,,37.21076102803359,47.61074539999213
1714,2022-12-28 00:00:00,,37.21724420441252,47.59987391634724
1715,2022-12-29 00:00:00,,37.22449588194467,47.58586225125482
1716,2022-12-30 00:00:00,,37.22949386482767,47.56910076035323
1717,2022-12-31 00:00:00,,37.23725049662626,47.55781020437387
1718,2023-01-01 00:00:00,,37.24268910279249,47.54362694313238
1719,2023-01-02 00:00:00,,37.24891515460383,47.52690840838437
1720,2023-01-03 00:00:00,,37.258706417718095,47.50798273927793
1721,2023-01-04 00:00:00,,37.268954700251435,47.48640132932904
1722,2023-01-05 00:00:00,,37.279359267317005,47.463315512442676
1723,2023-01-06 00:00:00,,37.286993984313895,47.43896038183147
1724,2023-01-07 00:00:00,,37.287817085293,47.4142191405267
1725,2023-01-08 00:00:00,,37.28977951484772,47.3924286142865
1726,2023-01-09 00:00:00,,37.29275287316015,47.36948756872679
1727,2023-01-10 00:00:00,,37.31457227292359,47.372853309854705
1728,2023-01-11 00:00:00,,37.33509349559608,47.372526975699564
1729,2023-01-12 00:00:00,,37.35439394761652,47.36888634451573
1730,2023-01-13 00:00:00,,37.37254640336668,47.362282231081856
1731,2023-01-14 00:00:00,,37.38663086992013,47.352767148316495
1732,2023-01-15 00:00:00,,37.39986994284439,47.34382319050788
1733,2023-01-16 00:00:00,,37.412314365302926,47.33541607695405
1734,2023-01-17 00:00:00,,37.42401183469615,47.32751358458776
1735,2023-01-18 00:00:00,,37.419648906426445,47.302478436083334
1736,2023-01-19 00:00:00,,37.40889072848932,47.267769497050715
1737,2023-01-20 00:00:00,,37.39877828995987,47.235143896838395
1738,2023-01-21 00:00:00,,37.38213305019399,47.2193391163869
1739,2023-01-22 00:00:00,,37.36655417399255,47.20910633205394
1740,2023-01-23 00:00:00,,37.35111947965267,47.20290888463707
1741,2023-01-24 00:00:00,,37.33873842342222,47.19848922997466
1742,2023-01-25 00:00:00,,37.33892566436935,47.220214715745044
1743,2023-01-26 00:00:00,,37.33651455367029,47.25224673413044
1744,2023-01-27 00:00:00,,37.33443078431404,47.282718159187795
1745,2023-01-28 00:00:00,,37.33084130109406,47.30661659740093
1746,2023-01-29 00:00:00,,37.32591705887692,47.328384895606334
1747,2023-01-30 00:00:00,,37.31981567756311,47.344352063529044
1748,2023-01-31 00:00:00,,37.30131904370168,47.34444078197627
1749,2023-02-01 00:00:00,,37.28326121199911,47.341180632913265
1750,2023-02-02 00:00:00,,37.26564808798201,47.33870040633937
1751,2023-02-03 00:00:00,,37.25056319625144,47.34811129982536
1752,2023-02-04 00:00:00,,37.235706434817246,47.35687421138852
1753,2023-02-05 00:00:00,,37.22109634676672,47.36503199052161
1754,2023-02-06 00:00:00,,37.20674926349346,47.37262477994177
1755,2023-02-07 00:00:00,,37.192627014560486,47.37554576952246
1756,2023-02-08 00:00:00,,37.17474787056617,47.38335090656833
1757,2023-02-09 00:00:00,,37.15765900902417,47.39057562684827
1758,2023-02-10 00:00:00,,37.1440158791992,47.39725971873614
1759,2023-02-11 00:00:00,,37.133502616700866,47.399773075497194
1760,2023-02-12 00:00:00,,37.1258253910958,47.39853888443214
1761,2023-02-13 00:00:00,,37.12530376902951,47.40083604762586
1762,2023-02-14 00:00:00,,37.125583791970925,47.40465998273079
1763,2023-02-15 00:00:00,,37.11991289139698,47.40980364759644
1764,2023-02-16 00:00:00,,37.1203669053123,47.42377473895997
1765,2023-02-17 00:00:00,,37.11981885824544,47.43638620724649
1766,2023-02-18 00:00:00,,37.11478182976533,47.45782607470113
1767,2023-02-19 00:00:00,,37.109354953398686,47.477012155076025
1768,2023-02-20 00:00:00,,37.10358921647571,47.494118263991886
1769,2023-02-21 00:00:00,,37.082694223038985,47.501163819003196
1770,2023-02-22 00:00:00,,37.0607835523614,47.50738776377488
1771,2023-02-23 00:00:00,,37.03799558578757,47.51285301270144
1772,2023-02-24 00:00:00,,37.01446048946952,47.517618719824064
1773,2023-02-25 00:00:00,,36.99858192696808,47.535982922138686
1774,2023-02-26 00:00:00,,36.98380988640572,47.55224129990256
1775,2023-02-27 00:00:00,,36.9693770633171,47.57291737201015
1776,2023-02-28 00:00:00,,36.964623577117095,47.58811019160836
1777,2023-03-01 00:00:00,,36.96227665735843,47.60982716305387
1778,2023-03-02 00:00:00,,36.9597463712354,47.628958991883685
1779,2023-03-03 00:00:00,,36.95705324355547,47.645698470989586
1780,2023-03-04 00:00:00,,36.954216730190076,47.660227465636574
1781,2023-03-05 00:00:00,,36.94886607771021,47.67594923376941
1782,2023-03-06 00:00:00,,36.94124195578594,47.695999267716736
1783,2023-03-07 00:00:00,,36.93157088089214,47.719934790591445
1784,2023-03-08 00:00:00,,36.92254968222483,47.743979628032044
1785,2023-03-09 00:00:00,,36.913443482231536,47.769954491642046
1786,2023-03-10 00:00:00,,36.902165612949666,47.78951616416631
1787,2023-03-11 00:00:00,,36.896981159177436,47.807626993574154
1788,2023-03-12 00:00:00,,36.89207469924668,47.82289674639962
1789,2023-03-13 00:00:00,,36.8849835476708,47.83886666530953
1790,2023-03-14 00:00:00,,36.878405151903024,47.855437029926
1791,2023-03-15 00:00:00,,36.8807193456609,47.87896957107649
1792,2023-03-16 00:00:00,,36.882568692822076,47.89884470372831
1793,2023-03-17 00:00:00,,36.88399301879019,47.91536408217844
1794,2023-03-18 00:00:00,,36.88502968464164,47.928810745629775
1795,2023-03-19 00:00:00,,36.885713696855305,47.93944997251666
1796,2023-03-20 00:00:00,,36.88866080462785,47.94753010783605
1797,2023-03-21 00:00:00,,36.89364085722477,47.95328336509581
1798,2023-03-22 00:00:00,,36.88562668349842,47.94659401905645
1799,2023-03-23 00:00:00,,36.871016205428624,47.95047062746109
1800,2023-03-24 00:00:00,,36.847605648737925,47.94782471244665
1801,2023-03-25 00:00:00,,36.823660293873985,47.95261835394766
1802,2023-03-26 00:00:00,,36.802104791695776,47.9587320745685
1803,2023-03-27 00:00:00,,36.785097507407784,47.96288677275484
1804,2023-03-28 00:00:00,,36.76989924139566,47.96844856899758
1805,2023-03-29 00:00:00,,36.77044313391892,47.986455819295855
1806,2023-03-30 00:00:00,,36.76872183602834,48.00434695541784
1807,2023-03-31 00:00:00,,36.76614341526571,48.01182444297343
1808,2023-04-01 00:00:00,,36.761647540737364,48.02018163142436
1809,2023-04-02 00:00:00,,36.75729799465471,48.02788452727036
1810,2023-04-03 00:00:00,,36.75138164626133,48.04075493352741
1811,2023-04-04 00:00:00,,36.74390676086416,48.05077215342201
1812,2023-04-05 00:00:00,,36.72983445432213,48.06910780709246
1813,2023-04-06 00:00:00,,36.707498870736664,48.07815887487963
1814,2023-04-07 00:00:00,,36.68765305183348,48.08771606094922
1815,2023-04-08 00:00:00,,36.66665283975052,48.08852331493698
1816,2023-04-09 00:00:00,,36.648132086235115,48.087631152806715
1817,2023-04-10 00:00:00,,36.63190839102001,48.08826470277022
1818,2023-04-11 00:00:00,,36.61780949461037,48.09028968578257
1819,2023-04-12 00:00:00,,36.611874016402425,48.095746310817596
1820,2023-04-13 00:00:00,,36.60248440224792,48.09765546413967
1821,2023-04-14 00:00:00,,36.59691031716092,48.09767388481286
1822,2023-04-15 00:00:00,,36.59342771036738,48.09888893596347
1823,2023-04-16 00:00:00,,36.593205321121964,48.09826674175389
1824,2023-04-17 00:00:00,,36.593588251536566,48.095972489954605
1825,2023-04-18 00:00:00,,36.59457282956069,48.08847483657789
1826,2023-04-19 00:00:00,,36.60040839709994,48.08982067157457
1827,2023-04-20 00:00:00,,36.60124680708485,48.088499526358696
1828,2023-04-21 00:00:00,,36.60100515472312,48.09502461062854
1829,2023-04-22 00:00:00,,36.6087889772187,48.10970041417962
1830,2023-04-23 00:00:00,,36.61851448145204,48.12424178858046
1831,2023-04-24 00:00:00,,36.63000055216754,48.1386367941397
1832,2023-04-25 00:00:00,,36.63399591247197,48.15316006624425
1833,2023-04-26 00:00:00,,36.6369718714409,48.16452755042089
1834,2023-04-27 00:00:00,,36.640533341952626,48.1750324243522
1835,2023-04-28 00:00:00,,36.646400467092896,48.18565958324319
1836,2023-04-29 00:00:00,,36.65836060289952,48.200643571856524
1837,2023-04-30 00:00:00,,36.67394876284021,48.2152282461618
1838,2023-05-01 00:00:00,,36.690564395636294,48.22942400686278
1839,2023-05-02 00:00:00,,36.7082627916481,48.24328318358676
1840,2023-05-03 00:00:00,,36.7127939959764,48.25374089788512
1841,2023-05-04 00:00:00,,36.72016104125918,48.26677319573249
1842,2023-05-05 00:00:00,,36.7380090832085,48.292085626033185
1843,2023-05-06 00:00:00,,36.75706592190226,48.31566220732223
1844,2023-05-07 00:00:00,,36.776439173981856,48.337684981660026
1845,2023-05-08 00:00:00,,36.79607934332765,48.35825011005377
1846,2023-05-09 00:00:00,,36.81606549794061,48.377436055271815
1847,2023-05-10 00:00:00,,36.83991559002329,48.39372447511165
1848,2023-05-11 00:00:00,,36.86347138407313,48.40898089953664
1849,2023-05-12 00:00:00,,36.88894075285332,48.42326864553158
1850,2023-05-13 00:00:00,,36.913862667936804,48.43664727565853
1851,2023-05-14 00:00:00,,36.935437125443265,48.44751195533804
1852,2023-05-15 00:00:00,,36.95981121158563,48.45534652159274
1853,2023-05-16 00:00:00,,36.98156004115387,48.449140687965745
1854,2023-05-17 00:00:00,,36.99510730462168,48.44631912253654
1855,2023-05-18 00:00:00,,37.00488764348835,48.442949267535425
1856,2023-05-19 00:00:00,,37.01250520153072,48.43276547752179
1857,2023-05-20 00:00:00,,37.02541885767392,48.449067981349266
1858,2023-05-21 00:00:00,,37.03653279680431,48.46420598845322
1859,2023-05-22 00:00:00,,37.04597654171017,48.47825329757769
1860,2023-05-23 00:00:00,,37.05143513986737,48.49126328581761
1861,2023-05-24 00:00:00,,37.06132660587809,48.506903432518484
1862,2023-05-25 00:00:00,,37.06957804066821,48.52128915836621
1863,2023-05-26 00:00:00,,37.07452076602298,48.539403730805525
1864,2023-05-27 00:00:00,,37.08081378430581,48.561224011405756
1865,2023-05-28 00:00:00,,37.085777704938955,48.58397106366221
1866,2023-05-29 00:00:00,,37.08945603481777,48.60767452301922
1867,2023-05-30 00:00:00,,37.08539278100574,48.63300436816403
1868,2023-05-31 00:00:00,,37.078778888585084,48.66179413184536
1869,2023-06-01 00:00:00,,37.074700477613064,48.688680347584736
1870,2023-06-02 00:00:00,,37.061511295429106,48.69863173522929
1871,2023-06-03 00:00:00,,37.04229699501699,48.707752011496495
1872,2023-06-04 00:00:00,,37.02439542857985,48.71280977165227
1873,2023-06-05 00:00:00,,37.00772377778982,48.71413757883334
1874,2023-06-06 00:00:00,,36.99221780394869,48.711747997215305
1875,2023-06-07 00:00:00,,36.98294451005716,48.714463003861844
1876,2023-06-08 00:00:00,,36.97413866670873,48.71973616030905
1877,2023-06-09 00:00:00,,36.96577476666889,48.72733607667868
1878,2023-06-10 00:00:00,,36.96007916920979,48.73067020447206
1879,2023-06-11 00:00:00,,36.94633304557579,48.723574188878985
1880,2023-06-12 00:00:00,,36.93360516947592,48.716943891525474
1881,2023-06-13 00:00:00,,36.909682599555566,48.70248230138138
1882,2023-06-14 00:00:00,,36.8870301252566,48.69498464866083
1883,2023-06-15 00:00:00,,36.860907910872236,48.68335420947945
1884,2023-06-16 00:00:00,,36.82870800005597,48.67809441749807
1885,2023-06-17 00:00:00,,36.7962542138217,48.68113347900883
1886,2023-06-18 00:00:00,,36.76492107047839,48.68374368767899
1887,2023-06-19 00:00:00,,36.7367837947882,48.685956082937636
1888,2023-06-20 00:00:00,,36.71162015027484,48.68780011871779
1889,2023-06-21 00:00:00,,36.69081933536608,48.69831011659618
1890,2023-06-22 00:00:00,,36.68178275129099,48.71237226327533
1891,2023-06-23 00:00:00,,36.673940278339806,48.72483648554
1892,2023-06-24 00:00:00,,36.67210840113697,48.73938262474963
1893,2023-06-25 00:00:00,,36.66899607385617,48.757992982354565
1894,2023-06-26 00:00:00,,36.66440842397288,48.77444282675437
1895,2023-06-27 00:00:00,,36.6482936489264,48.78671761734608
1896,2023-06-28 00:00:00,,36.61853770211568,48.7978552989384
1897,2023-06-29 00:00:00,,36.58524259131332,48.80830016341919
1898,2023-06-30 00:00:00,,36.56717677393492,48.827851623918455
1899,2023-07-01 00:00:00,,36.56206256750593,48.848348332240825
1900,2023-07-02 00:00:00,,36.553985749520265,48.86633999011719
1901,2023-07-03 00:00:00,,36.54729839853081,48.882000870939336
1902,2023-07-04 00:00:00,,36.54189861958486,48.89265789221442
1903,2023-07-05 00:00:00,,36.539828997216645,48.8987011794139
1904,2023-07-06 00:00:00,,36.540818398365914,48.90050185312851
1905,2023-07-07 00:00:00,,36.54239050251628,48.89841261142825
1906,2023-07-08 00:00:00,,36.5424221059176,48.891350521017365
1907,2023-07-09 00:00:00,,36.54312396611343,48.88431775499107
1908,2023-07-10 00:00:00,,36.542196550263114,48.877322890580395
1909,2023-07-11 00:00:00,,36.54212749397544,48.87034036457289
1910,2023-07-12 00:00:00,,36.54046512880285,48.86341724372653
1911,2023-07-13 00:00:00,,36.53509395644545,48.85299783715599
1912,2023-07-14 00:00:00,,36.536267420616596,48.85569607015156
1913,2023-07-15 00:00:00,,36.538043755229864,48.8606280101743
1914,2023-07-16 00:00:00,,36.531520599343125,48.85915281780391
1915,2023-07-17 00:00:00,,36.528730159103674,48.85405628404238
1916,2023-07-18 00:00:00,,36.52698633485596,48.84567042289012
1917,2023-07-19 00:00:00,,36.525163872805,48.822602323079806
1918,2023-07-20 00:00:00,,36.522023888189274,48.804362997224764
1919,2023-07-21 00:00:00,,36.4513829599829,48.02430810027434
1920,2023-07-22 00:00:00,,36.4506905907818,48.056027335700456
1921,2023-07-23 00:00:00,,36.45088661774408,48.08630593394792
1922,2023-07-24 00:00:00,,36.45191171555822,48.11241024390682
1923,2023-07-25 00:00:00,,36.453781098321954,48.13433374490363
1924,2023-07-26 00:00:00,,36.45907337260803,48.16264168610224
1925,2023-07-27 00:00:00,,36.46372779835395,48.183409420725425
1926,2023-07-28 00:00:00,,36.45664165828143,48.20004590148357
1927,2023-07-29 00:00:00,,36.453764284322155,48.22021548016466
1928,2023-07-30 00:00:00,,36.45196326750276,48.23951503730814
1929,2023-07-31 00:00:00,,36.453208671086,48.25797471107728
1930,2023-08-01 00:00:00,,36.45754327345301,48.27255744021771
1931,2023-08-02 00:00:00,,36.46445266054748,48.28665405320366
1932,2023-08-03 00:00:00,,36.46036419650699,48.290423231839505
1933,2023-08-04 00:00:00,,36.45539659591115,48.29752522704623
1934,2023-08-05 00:00:00,,36.456738622630304,48.30591461707575
1935,2023-08-06 00:00:00,,36.456720249930356,48.31429718913587
1936,2023-08-07 00:00:00,,36.45756417277669,48.319791359543295
1937,2023-08-08 00:00:00,,36.45164119958928,48.31963031205082
1938,2023-08-09 00:00:00,,36.43656619162791,48.31639505994126
1939,2023-08-10 00:00:00,,36.42370223092694,48.31155097432759
1940,2023-08-11 00:00:00,,36.414882226011,48.30521657087493
1941,2023-08-12 00:00:00,,36.40982579134841,48.30023685310167
1942,2023-08-13 00:00:00,,36.40826098939628,48.29651825242244
1943,2023-08-14 00:00:00,,36.409924733767625,48.293970327794945
1944,2023-08-15 00:00:00,,36.41261211482059,48.289183066628475
1945,2023-08-16 00:00:00,,36.429777072531316,48.295902776157426
1946,2023-08-17 00:00:00,,36.44218421442394,48.292631711486784
1947,2023-08-18 00:00:00,,36.45995340927527,48.29144952695803
1948,2023-08-19 00:00:00,,36.479617767836515,48.289413396994185
1949,2023-08-20 00:00:00,,36.500225129782365,48.285611211200546
1950,2023-08-21 00:00:00,,36.51958516949822,48.280183377631644
1951,2023-08-22 00:00:00,,36.54013270019498,48.27306237675716
1952,2023-08-23 00:00:00,,36.55439594708871,48.271832507823554
1953,2023-08-24 00:00:00,,36.567885808162785,48.26883881538879
1954,2023-08-25 00:00:00,,36.578657648809745,48.2742472360235
1955,2023-08-26 00:00:00,,36.586879406217385,48.27998232064928
1956,2023-08-27 00:00:00,,36.57950936122535,48.28351735778257
1957,2023-08-28 00:00:00,,36.57816039887772,48.297830733795536
1958,2023-08-29 00:00:00,,36.57132637802708,48.312310051133444
1959,2023-08-30 00:00:00,,36.567714667352305,48.32341371996847
1960,2023-08-31 00:00:00,,36.5654001165648,48.337450677112194
1961,2023-09-01 00:00:00,,36.56135210673645,48.347592521178015
1962,2023-09-02 00:00:00,,36.564297687004355,48.37320811093475
1963,2023-09-03 00:00:00,,36.56752372620498,48.396961771423825
1964,2023-09-04 00:00:00,,36.57305923759063,48.418967967180414
1965,2023-09-05 00:00:00,,36.580716465661276,48.43649906359382
1966,2023-09-06 00:00:00,,36.58205097284487,48.44234786548602
1967,2023-09-07 00:00:00,,36.57812488822786,48.44544241336983
1968,2023-09-08 00:00:00,,36.579341971388004,48.4533727420989
1969,2023-09-09 00:00:00,,36.58098594503917,48.46095263049223
1970,2023-09-10 00:00:00,,36.58302075848616,48.4681998837302
1971,2023-09-11 00:00:00,,36.587572608530444,48.475131172639735
1972,2023-09-12 00:00:00,,36.59497490767821,48.48178571348782
1973,2023-09-13 00:00:00,,36.62085500287847,48.51192682792619
1974,2023-09-14 00:00:00,,36.62657367311398,48.5238006523675
1975,2023-09-15 00:00:00,,36.63039820214113,48.53470199355476
1976,2023-09-16 00:00:00,,36.62162320306656,48.54044135076763
1977,2023-09-17 00:00:00,,36.62119228190645,48.5609775393761
1978,2023-09-18 00:00:00,,36.61937892902404,48.57974892919746
1979,2023-09-19 00:00:00,,36.609677295735125,48.590480399796355
1980,2023-09-20 00:00:00,,36.61855646178333,48.618811683507424
1981,2023-09-21 00:00:00,,36.63038774057285,48.66484380733151
1982,2023-09-22 00:00:00,,36.63874216122758,48.71632564663862
1983,2023-09-23 00:00:00,,36.64500822040632,48.76299921270825
1984,2023-09-24 00:00:00,,36.651020844567675,48.80515835060137
1985,2023-09-25 00:00:00,,36.65679425869024,48.84308286504125
1986,2023-09-26 00:00:00,,36.65802432023142,48.87111465936573
1987,2023-09-27 00:00:00,,36.66316245894674,48.911306168529435
1988,2023-09-28 00:00:00,,36.664041727745044,48.9453357229892
1989,2023-09-29 00:00:00,,36.6633640558967,48.97796159573667
1990,2023-09-30 00:00:00,,36.66719760039993,49.01846888823671
1991,2023-10-01 00:00:00,,36.665635890804936,49.05878515661382
1992,2023-10-02 00:00:00,,36.664504236236006,49.09688392107667
1993,2023-10-03 00:00:00,,36.66381168859181,49.13291741000321
1994,2023-10-04 00:00:00,,36.6503954855534,49.163017935451435
1995,2023-10-05 00:00:00,,36.62990811127021,49.18779325305254
1996,2023-10-06 00:00:00,,36.60332472046624,49.19974970758419
1997,2023-10-07 00:00:00,,36.578515609773014,49.20917823728463
1998,2023-10-08 00:00:00,,36.55826180147979,49.21651917811696
1999,2023-10-09 00:00:00,,36.53833115359519,49.226925238433616
2000,2023-10-10 00:00:00,,36.52035024933556,49.23577015617151
2001,2023-10-11 00:00:00,,36.50876261848288,49.25136936720224
2002,2023-10-12 00:00:00,,36.4922436168984,49.25963791192062
2003,2023-10-13 00:00:00,,36.47965143962032,49.26584496702034
2004,2023-10-14 00:00:00,,36.46710900947282,49.272570492702
2005,2023-10-15 00:00:00,,36.45647232794174,49.2772694735932
2006,2023-10-16 00:00:00,,36.44761297280151,49.27751729025175
2007,2023-10-17 00:00:00,,36.44605164441556,49.27792184936716
2008,2023-10-18 00:00:00,,36.5137109172703,48.71217840109043
2009,2023-10-19 00:00:00,,36.49981187369866,48.736130867614186
2010,2023-10-20 00:00:00,,36.49243260106628,48.7748321905375
2011,2023-10-21 00:00:00,,36.478671814760915,48.80186823399791
2012,2023-10-22 00:00:00,,36.46038528522906,48.81977621147605
2013,2023-10-23 00:00:00,,36.442599073596035,48.838097564562204
2014,2023-10-24 00:00:00,,36.427174902062546,48.85693434589653
2015,2023-10-25 00:00:00,,36.41023609130412,48.881102956274106
2016,2023-10-26 00:00:00,,36.396211010441455,48.91137335476831
2017,2023-10-27 00:00:00,,36.3807609113559,48.93553483205053
2018,2023-10-28 00:00:00,,36.38033829816449,48.96852256511625
2019,2023-10-29 00:00:00,,36.3845981295057,48.99714665658598
2020,2023-10-30 00:00:00,,36.389344605644936,49.02490925317189
2021,2023-10-31 00:00:00,,36.380688352499625,49.03320008367143
2022,2023-11-01 00:00:00,,36.378410286227776,49.048286157198945
2023,2023-11-02 00:00:00,,36.371859207961485,49.05706548592017
2024,2023-11-03 00:00:00,,36.37779439327688,49.084637086189424
2025,2023-11-04 00:00:00,,36.384634393516784,49.11918645410303
2026,2023-11-05 00:00:00,,36.39627630399553,49.1639501290464
2027,2023-11-06 00:00:00,,36.404291084601304,49.2083583728273
2028,2023-11-07 00:00:00,,36.404583400735696,49.2485006892174
2029,2023-11-08 00:00:00,,36.4039117631796,49.28618245682974
2030,2023-11-09 00:00:00,,36.40355301443188,49.32388389411084
2031,2023-11-10 00:00:00,,36.40227248092667,49.35916616384885
2032,2023-11-11 00:00:00,,36.400131692627475,49.38966847018607
2033,2023-11-12 00:00:00,,36.3971908516297,49.418239023405135
2034,2023-11-13 00:00:00,,36.370983543867005,49.422721760353596
2035,2023-11-14 00:00:00,,36.34987674407953,49.4267980134447
2036,2023-11-15 00:00:00,,36.335809405982715,49.44924672165408
2037,2023-11-16 00:00:00,,36.32942998534094,49.485346964846315
2038,2023-11-17 00:00:00,,36.321084790909424,49.51880798369155
2039,2023-11-18 00:00:00,,36.32119184090839,49.56697011335572
2040,2023-11-19 00:00:00,,36.32367711955072,49.61305242955052
2041,2023-11-20 00:00:00,,36.32513817492373,49.65527974792785
2042,2023-11-21 00:00:00,,36.33038394890234,49.71666854629454
2043,2023-11-22 00:00:00,,36.33658830769966,49.771159406815876
2044,2023-11-23 00:00:00,,36.33966226927586,49.82311293216324
2045,2023-11-24 00:00:00,,36.341624717727825,49.87021289264818
2046,2023-11-25 00:00:00,,36.34440933554974,49.91024169198288
2047,2023-11-26 00:00:00,,36.34986090401886,49.94366272992181
2048,2023-11-27 00:00:00,,36.355831334977715,49.968282896280485
2049,2023-11-28 00:00:00,,36.357063115104005,49.97533100661936
2050,2023-11-29 00:00:00,,36.35368251321226,49.971382649531904
2051,2023-11-30 00:00:00,,36.356459792075846,49.98995140802805
2052,2023-12-01 00:00:00,,36.35421941499818,50.00630964572485
2053,2023-12-02 00:00:00,,36.347330504574124,50.0232609819801
2054,2023-12-03 00:00:00,,36.34097595180787,50.0546443724493
2055,2023-12-04 00:00:00,,36.33432765215238,50.08507328623051
2056,2023-12-05 00:00:00,,36.30921448047286,50.09855905845421
2057,2023-12-06 00:00:00,,36.288810139984285,50.11570627528056
2058,2023-12-07 00:00:00,,36.26954747985026,50.12676606470883
2059,2023-12-08 00:00:00,,36.25252447401985,50.14378127198854
2060,2023-12-09 00:00:00,,36.25825191816457,50.18351134695854
2061,2023-12-10 00:00:00,,36.25380447918742,50.20933353136263
2062,2023-12-11 00:00:00,,36.249109574146104,50.23181921697156
2063,2023-12-12 00:00:00,,36.240792115458525,50.25757966293103
2064,2023-12-13 00:00:00,,36.22093284045235,50.2652426561154
2065,2023-12-14 00:00:00,,36.201674613732095,50.2782782418942
2066,2023-12-15 00:00:00,,36.18731318420062,50.29927825085661
2067,2023-12-16 00:00:00,,36.18179934552232,50.33814554316168
2068,2023-12-17 00:00:00,,36.17811113057447,50.37468442243141
2069,2023-12-18 00:00:00,,36.18140794569479,50.41027993174067
